"Provider Name"," Number of Certified Beds"
"TIMBERIDGE NURSING AND REHABILITATION CENTER",114
"TOWERS NURSING HOME",114
"VIERA HEALTH AND REHABILITATION CENTER",114
"WESTLAKE CONVALESCENT HOSPITAL",114
"WILLIS NURSING AND REHABILITATION LP",114
"WISCONSIN RAPIDS HEALTH SERVICES",114
"WOODCLIFF LAKE HEALTH & REHABILITATION CENTER",114
"WOODLANDS SKILLED NURSING AND THERAPY",114
"WYNWOOD REHABILITATION AND HEALTHCARE CENTER",114
"AHC CRESTVIEW",115
"AHC UNION CITY",115
"ALVARADO LTC PARTNERS INC",115
"ARCADIA CARE BLOOMINGTON",115
"ARMSTRONG REHABILITATION AND NURSING CENTER",115
"ARROWHEAD HEALTH AND REHAB",115
"AUSTINBURG NSG AND  REHAB CTR",115
"BAILEY CREEK HEALTH AND REHAB",115
"BARNEGAT REHABILITATION AND NURSING CENTER",115
"BEEGHLY OAKS CENTER FOR REHABILITATION & HEALING",115
"BELVIDERE HEALTHCARE CENTER",115
"BENBROOK NURSING & REHABILITATION CENTER",115
"BRADFORD MANOR",115
"BRIARCLIFF HEALTH CENTER",115
"BRICKYARD HEALTHCARE – CHURCHMAN CARE CENTER",115
"CANTERBURY PLACE",115
"CARBONDALE NURSING AND REHABILITATION CENTER",115
"CEDARWOOD PLAZA",115
"COMMUNITY NURSING AND REHABILITATION CENTER",115
"COUNTRY VIEW NURSING AND REHABILITATION",115
"CROSSROADS CARE CTR WOODSTOCK",115
"DESERT HAVEN CARE CENTER",115
"FREMONT HEALTHCARE CENTER",115
"GARDENS FOR MEMORY CARE AT EASTON, THE",115
"GREENDALE FOREST NURSING AND REHABILITATION CENTER",115
"GROVE AT HARMONY, THE",115
"GROVE AT NEW WILMINGTON, THE",115
"HAMILTON POINTE HEALTH AND REHAB",115
"HARMONY HOUSE NURSING & REHAB CTR, INC",115
"HARRIS HEALTH AND REHAB",115
"HEATHER KNOLL RETIREMENT VILLAGE",115
"HENNIS CARE CENTRE OF BOLIVAR",115
"HIGHLAND PINES REHABILITATION CENTER",115
"HILLSIDE MANOR",115
"LEGACY HEALTH AND REHABILITATION CENTER",115
"LEISURE COURT NURSING CENTER",115
"LIVINGSTON HEALTH & REHABILITATION CENTER",115
"MARSHALL MANOR WEST",115
"MARYFIELD NURSING HOME",115
"MASON HEALTH CARE CENTER",115
"MCMURRAY HILLS MANOR",115
"MOUNTAIN VIEW NURSING AND REHABILITATION CENTER",115
"NHC HEALTHCARE, MCMINNVILLE",115
"NORTHSIDE HEALTH CARE",115
"OAKDALE NURSING AND REHABILITATION CENTER",115
"OAKWOOD ESTATES NURSING & REHAB",115
"OCEAN SPRINGS HEALTH & REHABILITATION CENTER",115
"OCEANA CO MD CARE FACILITY",115
"OLD DOMINION REHABILITATION AND NURSING",115
"OTTAWA CO RIVERVIEW NURSING HO",115
"PARK ANAHEIM HEALTHCARE CENTER",115
"PARK RIDGE CARE CENTER",115
"PARKMOOR VILLAGE HEALTHCARE CENTER",115
"PEARL OF NAPERVILLE, THE",115
"PLEASANT VIEW COMMUNITIES",115
"PROMEDICA SKILLED NURSING & REHAB KETTERING",115
"PROMEDICA SKILLED NURSING AND REHAB BEAVERCREEK",115
"PROVIDENCE LITTLE CO OF MARY TRANSITIONAL CARE CTR",115
"QUARTZ HILL POST ACUTE",115
"RAINBOW REHAB AND HEALTHCARE",115
"RED BUD REGIONAL CARE",115
"REMARKABLE HEALTHCARE OF SEGUIN",115
"ROLLING HILLS HEALTHCARE CENTER",115
"ROLLING HILLS MANOR",115
"ROLLING MEADOWS HEALTH CARE CENTER",115
"SAINT ALBANS HEALTHCARE AND REHABILITATION CENTER",115
"SALEM PLACE NURSING AND REHABILITATION CENTER, INC",115
"SEYMOUR CROSSING",115
"STANDING STONE CARE AND REHAB",115
"SUMMER MEADOWS",115
"SUNCREST HEALTHCARE CENTER",115
"SUNSET REHABILITATION & HLTH C",115
"THE GREEN HOUSE COTTAGES OF HOMEWOOD",115
"THE PALMS NURSING AND REHAB AT ORLANDO",115
"THE PINES HEALTHCARE & REHAB CTRS MACHIAS CAMPUS",115
"THE TERRACE",115
"THE TERRACE AT CRYSTAL LLC",115
"TRINITY OAKS",115
"URBANDALE HEALTH CARE CENTER",115
"UVALDE HEALTHCARE AND REHABILITATION CENTER",115
"WALDORF  CENTER",115
"WALNUT CREEK HEALTHCARE AND REHABILITATION CENTER",115
"WESTWOOD MANOR, THE",115
"WOODHAVEN NURS & ALZHEIMER'S C",115
"ACCEL AT COLLEGE STATION",116
"ACCORDIUS HEALTH AT CHARLOTTE",116
"ARBOR TRAIL REHAB AND SKILLED NURSING CENTER",116
"AVANTE AT LEESBURG, INC",116
"AVANTE AT MT DORA, INC",116
"BAY AT COLONIAL MANOR HEALTH AND REHAB (THE)",116
"BENTWOOD NURSING & REHAB",116
"BETHANY ON 42ND",116
"BRIDGEVIEW ESTATES",116
"CADIA HEALTHCARE - WHEATON",116
"CEDAR RIDGE HEALTH & REHAB CTR",116
"CHATEAU ST. JAMES REHAB AND RETIREMENT",116
"CLA-CLIF NURSING AND REHAB CENTER, INC",116
"COLUMBIA LUTHERAN HOME",116
"COMER HEALTH AND REHABILITATION",116
"COTTAGES AT ROCKMART, THE",116
"EMERALD CARE CENTER MIDWEST",116
"EVERGREEN LIVING CENTER AT STAGECOACH",116
"FAIRACRES MANOR, INC.",116
"FALKVILLE HEALTH CARE CENTER",116
"FOCUSED CARE AT SHERMAN",116
"FORREST MANOR NURSING CENTER",116
"FREEDOM SQUARE HEALTH CARE CENTER",116
"FULTON GARDENS POST ACUTE, LLC",116
"GARDEN TERRACE HEALTHCARE CENTER",116
"GOLDEN REHABILITATION AND NURSING CENTER",116
"GREGORY RIDGE HEALTH CARE CENTER",116
"GRENADA REHABILITATION AND HEALTHCARE CENTER",116
"HAYS NURSING AND REHABILITATION CENTER",116
"HERITAGE CONVALESCENT CENTER",116
"HUNTERS CREEK NURSING AND REHAB CENTER",116
"INSPIRE BEHAVIORAL HEALTH",116
"JUNIPER VILLAGE AT BROOKLINE-REHABILITATION AND SK",116
"LEBANON SOUTH NURSING & REHAB",116
"LIVING CENTER AT WEST ALTAMONTE",116
"LOFT REHAB & NURSING OF NORMAL",116
"LUTHERAN COMMUNITY HOME",116
"MADISONVILLE CARE CENTER",116
"MAGNOLIA PLACE",116
"MANOR OAKS NURSING & REHABILITATION CENTER",116
"MARIAN MANOR OF TAUNTON",116
"MARINA POINTE HEALTHCARE & SUBACUTE",116
"MEDICANA NURSING AND REHAB CENTER",116
"MEDINA VALLEY HEALTH & REHABILITATION CENTER",116
"MONTICELLO HEALTHCARE",116
"MOUNTAIN VIEW MANOR",116
"MS CARE CENTER OF GREENVILLE",116
"MS CARE CENTER OF RALEIGH",116
"NEW VISTA POST- ACUTE CARE CENTER",116
"NEWAYGO CO MEDICAL CARE FACILI",116
"NORMANDY NURSING CENTER",116
"OAK MANOR OF COMMERCE NURSING AND REHABILITATION",116
"OAKWOOD VILLAGE",116
"OCEANA REHABILITATION AND NC",116
"OHIO LIVING DOROTHY LOVE",116
"PALM GARDEN OF ORLANDO",116
"PARK VIEW POST ACUTE",116
"PASADENA CARE CENTER",116
PRUITTHEALTH-TRENT,116
"RAYDIANT HEALTH CARE OF JACKSONVILLE",116
"REELFOOT MANOR HEALTH AND REHAB",116
"REGENCY AT SHELBY TOWNSHIP",116
"RICHFIELD HEALTH CENTER-ROANOKE",116
"RIDGECREST HEALTHCARE AND REHABILITATION CENTER",116
"RIVER CITY REHAB CENTER",116
"RIVER VALLEY HEALTH & REHABILITATION CENTER",116
"ROLLA HEALTH & REHABILITATION SUITES",116
"ROSEMONT HEALTH & REHAB CENTER, LLC",116
"SABINE RETIREMENT AND REHAB CENTER",116
"SANTA FE HEALTH & REHABILITATION CENTER",116
"SHARON HEALTH CARE PINES",116
"SIERRA VISTA",116
"SOUTHEAST NURSING & REHABILITATION CENTER",116
"SOUTHERN TRACE REHABILITATION AND CARE CENTER",116
"ST JUDE'S NURSING HOME",116
"STONEBRIDGE HEALTH REHAB",116
"SUNNY VISTA LIVING CENTER",116
"TEMECULA HEALTHCARE CENTER",116
"THE EMERALDS AT ST PAUL LLC",116
"THE OAKS AT RADFORD HILLS HEALTHCARE CENTER",116
"TOWN HALL ESTATES ARLINGTON INC",116
"TRI STATE HEALTH AND REHABILITATION CENTER",116
"TRINITY TRACE COMMUNITY CARE CENTER",116
"TWIN FALLS TRANSITIONAL CARE OF CASCADIA",116
"TWIN FOUNTAINS HOME",116
"TWIN OAKS HEALTH AND REHABILITATION CENTER",116
"VANDALIA REHAB & HEALTH CARE C",116
"WEST JANISCH HEALTH CARE CENTER",116
"WHISPERING PINES LODGE",116
"WI VETERANS HM MACARTHUR HALL",116
"WILLIAMSPORT SOUTH REHABILITATION AND NURSING CENT",116
"ALTERCARE OF NAVARRE CTR FOR REHAB & NRSG CARE",117
"ARLINGTON REHABILITATION & HEALTHCARE CENTER",117
"ASHLAND HEALTH SERVICES",117
"AUTUMN CARE OF CHESAPEAKE",117
"AVAMERE AT THREE FOUNTAINS",117
"BAYSHORE POINTE NURSING AND REHAB CENTER",117
"BERMUDA COMMONS NURSING AND REHABILITATION CENTER",117
"BOONTON CARE CENTER",117
"BRIAN CENTER HEALTH & RETIREMENT/LINCOLNTON",117
"BRICKYARD HEALTHCARE – MUNCIE CARE CENTER",117
"BRIDGEPOINT SUB-ACUTE AND REHAB CAPITOL HILL",117
"BROOKE KNOLL VILLAGE",117
"BROWN COUNTY HEALTH AND LIVING COMMUNITY",117
"BUENA VIDA NURSING AND REHAB ODESSA",117
"CASA ARENA BLANCA NURSING CENTER",117
"CERENITY CARE CENTER ON HUMBOLDT",117
"CHERRY HILL REHABILITATION & HEALTHCARE CENTER",117
"CHOICE HEALTHCARE AT HARRISONBURG",117
"COEUR D'ALENE HEALTH & REHABILITATION OF CASCADIA",117
"COMPASS HEALTHCARE AND REHAB HAWFIELDS, INC",117
"COUNTRY VILLA BELMONT HEIGHTS",117
"EARLY MEMORIAL NURSING FACILITY",117
"EASTERN SHORE REHABILITATION AND HEALTH CENTER",117
"ELEVATE CARE IRVING PARK",117
"FARMERVILLE NURSING AND REHABILITATION CENTER, LLC",117
"FOREST HILLS HEALTHCARE CENTER.",117
"FRANKLIN WOODS CENTER",117
"GOOD SAMARITAN SOCIETY - MANZANO DEL SOL",117
"GOOD SHEPHERD CARE CENTER",117
"GORDON HEALTH AND REHABILITATION",117
"HARBOR HEALTH & REHAB",117
"HART CARE CENTER",117
"HERITAGE INN OF BARNESVILLE HEALTH AND REHAB",117
"HIGHLAND SQUARE NURSING AND REHABILITATION",117
"KINGS DAUGHTERS COMMUNITY HEALTH & REHAB",117
"LEGACY NURSING AND REHABILITATION",117
"LEISURE VILLAGE HEALTH CARE CENTER",117
"LIFE CARE CENTER OF THE SOUTH SHORE",117
"LUBBOCK HOSPITALITY NURSING AND REHABILITATION CEN",117
"MANOR COURT OF FREEPORT",117
"MASONIC HOME OF SHELBYVILLE",117
"MONTANA MENTAL HEALTH NURSING HOME",117
"MOUNTAIN VIEW HEALTH CARE",117
"NHC HEALTHCARE, MILAN",117
"OCEANSIDE SKILLED NURSING AND REHABILITATION",117
"OUR LADYS HAVEN OF FAIRHAVEN INC",117
"PALM GARDEN OF CLEARWATER",117
"PROMEDICA SKILLED NSG & REHAB ADRIAN",117
"PROMEDICA SKILLED NSG & REHAB BRIARWOOD",117
"PROMEDICA SKILLED NURSING AND REHAB (MARIETTA)",117
"PROMEDICA SKILLED NURSING AND REHABILITATION (LELY",117
"PROVIDENCE MARIANWOOD",117
"PRUITTHEALTH - LANIER",117
"PRUITTHEALTH - SYLVESTER",117
"RAINIER REHABILITATION",117
"RIDERWOOD VILLAGE",117
"ROCKY MOUNT REHABILITATION CENTER",117
"SARAH A TODD MEMORIAL HOME",117
"STONEBROOKE REHABILITATION CENTER",117
"SUMMIT VIEW OF ROCKY TOP",117
"THE BLOSSOMS AT FORT SMITH REHAB & NURSING CENTER",117
"THE COLONY HEALTHCARE CENTER",117
"THE PINES AT UTICA CENTER FOR NURSING AND REHAB",117
"THE SEASONS AT ALEXANDRIA",117
"TRINITY GLEN",117
"UNIVERSITY CENTER FOR NURSING AND HEALING",117
"WAGONER HEALTH & REHAB",117
"WASHINGTON ODD FELLOWS HOME",117
"WAYNE WOODLANDS MANOR",117
"WESTBOROUGH HEALTHCARE",117
"WINDSOR HOUSE",117
"ACCORDIUS HEALTH AT GASTONIA",118
"AHC LEXINGTON",118
"ARLINGTON RESIDENCE AND REHABILITATION CENTER",118
"ASPIRE PHYSICAL RECOVERY CENTER AT HOOVER, LLC",118
"AVANTE AT ORLANDO INC",118
"BANDERA NURSING & REHABILITATION",118
"BAPTIST HOMES OF INDEPENDENCE",118
"BAY AT EASTVIEW HEALTH AND REHABILITATION (THE)",118
"BEACON RIDGE, A CHOICE COMM",118
"BERKLEY MANOR CARE CENTER",118
"BIRCH MANOR CENTER FOR REHABILITATION & HEALTHCARE",118
"BONTERRA TRANSITIONAL CARE & REHABILITATION",118
"BRANDON WOODS OF DARTMOUTH",118
"BROOKRIDGE COVE REHABILITATION AND CARE  CENTER",118
"BRUSH COUNTRY NURSING AND REHABILITATION",118
"CAMBRIDGE HEALTH AND REHABILITATION CENTER",118
"CARE ONE AT PARSIPPANY",118
"CARLTON SHORES HEALTH AND REHABILITATION CENTER",118
"CARTERSVILLE CENTER FOR NURSING AND HEALING",118
"CASA MARIA HEALTHCARE CENTER AND PECOS VALLEY REHA",118
"CASA REAL",118
"CENTRAL TEXAS NURSING & REHABILITATION",118
"CLAPPS NURSING CENTER INC",118
"CLAREMORE SKILLED NURSING AND THERAPY",118
"COMPLETE CARE AT MULTI MEDICAL CENTER LLC",118
"CREST POINTE REHABILITATION AND HEALTHCARE CENTER",118
"CROSSROADS REHABILITATION & NURSING",118
"CROWN REHAB AND HEALTHCARE CENTER",118
"CROWNE HEALTH CARE OF GREENVILLE",118
"DRESHER HILL HEALTH & REHABILITATION CENTER",118
"EDISON MANOR NURSING & REHABILITATION CENTER",118
"ELK CITY NURSING AND REHABILITATION CENTER",118
"EMERALD CARE CENTER TULSA",118
"EMERALD HILLS REHABILITATION AND HEALTHCARE CENTER",118
"FREEBURG CARE CENTER",118
"GARLAND ROAD NURSING & REHAB CENTER",118
"GETTYSBURG CENTER",118
"GLADSTONE SUB-ACUTE AND REHAB CENTER",118
"GLEN ROSE NURSING AND REHAB CENTER",118
"GOOD SHEPHERD HEALTH AND REHABILITATION",118
"GRACY WOODS NURSING CENTER",118
"GRANDE PRAIRIE HLTH  AND REHAB CTR",118
"GREEN HILL REHAB AND CARE, LLC",118
"HAVASU NURSING CENTER",118
"HAVEN OF TUCSON",118
"HEALTH CENTRAL PARK",118
"HELIA HEALTHCARE OF OLNEY",118
"HERITAGE AT BRANDON PLACE HEALTH & REHABILITATION",118
"HERITAGE PARK OF KATY NURSING AND REHABILITATION",118
"HERITAGE VILLAGE NURSING HOME",118
"HOPKINS HEALTH SERVICES",118
"J F HAWKINS NURSING HOME",118
"JEFFERSON HEALTH CARE",118
"KNOLLS WEST POST ACUTE LLC",118
"LAKEWEST REHABILITATION AND SKILLED CARE",118
"LEWIS COUNTY NURSING HOME DISTRICT",118
"LIBERTY HEALTH CARE CENTER",118
"LIFE CARE CENTER OF BANNER ELK",118
"LIFE CARE CENTER OF NEW MARKET",118
"MAGNOLIA PLACE HEALTH CARE LLP",118
"MANSFIELD MEDICAL LODGE",118
"MARIAN MANOR CORPORATION",118
"MEMORIAL HEIGHTS NURSING CENTER",118
"NAZARETH HOME",118
"NORTH AUBURN REHAB & HEALTH CENTER",118
"NOTTING HILL OF WEST BLOOMFIELD",118
"O'NEILL HEALTHCARE FAIRVIEW PARK",118
"OAKS OF WEST KETTERING THE",118
"OZARK HEALTH NURSING AND REHAB  CENTER",118
"PACIFIC CARE CENTER",118
"PARKVIEW NURSING AND REHABILITATION CENTER",118
"PISGAH MANOR HEALTH CARE CENTER",118
"PREMIER AT PERRY VILLAGE FOR NURSING AND REHAB, LL",118
"PREMIER CADBURY OF CHERRY HILL",118
"PRODIGY TRANSITIONAL REHAB",118
"PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG)",118
"REGENCY MANOR HEALTHCARE CENTER",118
"REHABILITATION CENTER AT PARK PLACE",118
"RETAMA MANOR NURSING CENTER/SAN ANTONIO NORTH",118
"RIVER POINTE OF TRINITY HEALTHCARE AND REHABILITAT",118
"SHIRLEY CHAPMAN SHOLOM HOME EAST",118
"SOUTHWESTERN NURSING AND REHABILITATION CENTER",118
"ST FRANCOIS MANOR",118
"ST JOSEPH MANOR HEALTH CARE INC",118
"STONEBRIDGE HERMANN",118
"SUN CITY HEALTH AND REHABILITATION CENTER",118
"SUPERIOR REHABILITATION CENTER LLC",118
"THE GREEN HOUSE COTTAGES OF POPLAR GROVE",118
"TOWNVIEW HEALTH AND REHABILITATION CENTER",118
"TWINBROOK HEALTHCARE AND REHABILITATION CENTER",118
"UMPQUA VALLEY NURSING & REHABILITATION CENTER",118
"UNIVERSITY NSG & REHAB CENTER",118
"VICTORIA GARDENS OF FRISCO",118
"VILLAGE SQUARE HEALTHCARE CENTER",118
"WATERFRONT TERRACE",118
"WHITE SANDS HEALTHCARE",118
"WICHITA CENTER FOR REHABILITATION & HEALTHCARE",118
"WILKINS HEALTH & REHABILITATION COMMUNITY",118
"WILLOW REHAB & NURSING",118
"WILLOWBEND HEALTHCARE AND REHABILITATION",118
"WOODMONT CENTER",118
"ABINGTON MANOR",119
"ALLEN HEALTH AND REHABILITATION",119
"APERION CARE DEKALB",119
"AVALON CARE CENTER AT NORTHPOINTE",119
"AVAMERE RIVERPARK OF EUGENE",119
"BARTLESVILLE HEALTH AND REHABILITATION COMMUNITY",119
"BLUEBONNET POINT WELLNESS",119
"BROOKMONT HEALTHCARE CENTER LLC",119
"CATON PARK REHAB AND NURSING CENTER, L L C",119
"CEDAR RIDGE CENTER",119
"CHOICE HEALTHCARE AT ABINGDON",119
"CLARENCE TC CHING VILLAS AT ST FRANCIS",119
"CLOVERNOOK HEALTH CARE AND REHABILITATION CENTER",119
"COMMUNITY CARE CENTER",119
"CREEKSIDE VILLAGE HEALTHCARE LTC PARTNERS, INC",119
"DECATUR HEALTH & REHAB CENTER",119
"DESTIN HEALTHCARE AND REHABILITATION CENTER",119
"DIVERSICARE OF EUPORA",119
"DIVERSICARE OF HAYSVILLE",119
"EBENEZER CARE CENTER",119
"EDGEWOOD HEALTH & REHABILITATION",119
"FOUNTAIN VIEW MANOR, INC",119
"FOUNTAIN VIEW OF MONROE",119
"GLENWOOD SKILLED NURSING AND THERAPY",119
"HARBORVIEW HEALTH SYSTEMS THOMASTON",119
"HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF",119
"HEARTLAND REHABILITATION AND CARE CENTER",119
"HIGHLAND HOUSE NURSING & REHABILITATION CENTER",119
"HOMESTEAD NURSING AND REHABILITATION OF HILLSBORO",119
"HOMEVIEW CENTER OF FRANKLIN",119
"INTEGRITY HC OF COLUMBIA",119
"KATHERINE'S PLACE AT WEDINGTON",119
"KIRKSVILLE MANOR CARE CENTER",119
"LEGACY POST-ACUTE REHABILITATION",119
"LIFE CARE CENTER OF PLAINWELL",119
"LIFE CARE CENTER OF WESTLAKE",119
"MADISON MEDICAL CENTER",119
"MADISON POINTE CARE CENTER",119
"MATULAITIS NURSING HOME",119
"MONROE MANOR",119
"MORAVIAN MANOR",119
"MORRISTOWN MANOR",119
"MYSTIC PARK NURSING & REHABILITATION CENTER",119
"NASHVILLE CENTER FOR REHABILITATION AND HEALING LL",119
"NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE",119
"NORTH COUNTY CENTER FOR NURSING AND REHABILITATION",119
"OAK WOODS HOME FOR THE ELDERLY",119
"ODELIA HEALTHCARE",119
"PRINCETON CARE CENTER",119
"PRUITTHEALTH - MARIETTA",119
"REDEEMER RESIDENCE INC",119
"SAVOY CARE CENTER",119
"SEDONA TRACE HEALTH AND WELLNESS CENTER",119
"SPRINGS AT LAKE POINTE WOODS",119
"ST ANNE'S RETIREMENT COMMUNITY",119
"STARKVILLE MANOR HEALTH CARE AND REHABILITATION CE",119
"STOCKTON NURSING CENTER",119
"STONEHENGE OF AMERICAN FORK",119
"SUNRISE NURSING & REHAB CENTER",119
"TEMPLE VIEW TRANSITIONAL CARE CENTER",119
"THE PALACE HEALTH CARE AND REHABILITATION CENTER",119
"THE SPRINGS BROADWAY",119
"TOWNE MANOR WEST",119
"TRINIDAD INN NURSING HOME",119
"TYGART CENTER AT FAIRMONT CAMPUS",119
"VERMILLION CONVALESCENT CENTER",119
"VERNON HEALTH & REHABILITATION",119
"VERO HEALTH & REHAB OF REVERE",119
"VISTA KNOLL SPECIALIZED CARE FACILITY",119
"VOORHEES PEDIATRIC FACILITY",119
"WALNUT RIDGE NURSING AND REHABILITATION CENTER",119
"WATERS OF COVINGTON, THE",119
"WHITE HALL NURSING & REHAB CENTER",119
"WINSLOW CAMPUS OF CARE",119
"ABERDEEN REHABILITATION AND SKILLED NURSING CENTER",120
"ABINGDON HEALTH CARE LLC",120
"ABSOLUT CTR FOR NURSING & REHAB THREE RIVERS L L C",120
"ABSOLUT CTR FOR NURSING & REHAB WESTFIELD L L C",120
"ACCORDIUS HEALTH AT CONCORD",120
"ACCORDIUS HEALTH AT WILKESBORO",120
"ACCORDIUS HEALTH AT WILMINGTON",120
"ADAMS FARM LIVING & REHABILITATION",120
"ADIRA AT RIVERSIDE REHABILITATION AND NURSING",120
"ADVANCED CARE CENTER",120
"ADVANCED REHABILITATION AND HEALTHCARE OF VERNON",120
"ADVENTHEALTH CARE CENTER APOPKA NORTH",120
"ADVENTHEALTH CARE CENTER CELEBRATION",120
"ADVENTHEALTH CARE CENTER ORLANDO NORTH",120
"ADVENTHEALTH CARE CENTER WATERMAN",120
"ADVENTHEALTH CARE CENTER ZEPHYRHILLS SOUTH",120
"AHC BETHESDA",120
"AHC NORTHBROOKE",120
"AHC SAVANNAH",120
"ALARIS HEALTH AT BELGROVE",120
"ALARIS HEALTH AT KEARNY",120
"ALARIS HEALTH AT WEST ORANGE",120
"ALBEMARLE HEALTH & REHABILITATION CENTER",120
"ALCOA PINES HEALTH AND REHABILITATION",120
"ALDEN ESTATES OF COUNTRYSIDE, INC",120
"ALEXANDER ""SANDY"" NININGER STATE VETERANS NURSING",120
"ALLEGIANT HEALTHCARE OF PHOENIX, LLC",120
"ALLENDALE REHABILITATION AND HEALTHCARE CENTER",120
"ALLURE OF MOLINE",120
"ALTOONA CENTER FOR NURSING CARE",120
"ANBERRY TRANSITIONAL CARE",120
"ANCHOR CARE & REHABILITATION CENTER",120
"ANCHOR POST ACUTE",120
"ANOKA REHABILITATION AND LIVING CENTER",120
"APERION CARE BRADLEY",120
"APERION CARE WESTCHESTER",120
"APPLE REHAB LAUREL WOODS",120
"APPLE REHAB ROCKY HILL",120
"APPLE REHAB SAYBROOK",120
"ARBOR RIDGE REHABILITATION AND HEALTHCARE CENTER",120
"ARBOR VIEW",120
"ARBORETUM NURSING AND REHABILITATION CENTER OF WIN",120
"ARBROOK PLAZA",120
"ARCADIA HEALTHCARE - UNIVERSITY PLACE",120
"ARCHSTONE CARE CENTER",120
"ARDEN PLACE OF BEEVILLE",120
"ARISTACARE AT CHERRY HILL",120
"ARISTACARE AT NORWOOD TERRACE",120
"ARIZONA STATE VETERAN HOME-TUCSON",120
"ARLINGTON CARE CENTER",120
"ASBURY HEALTH AND REHABILITATION CENTER",120
"ASPIRE PHYSICAL RECOVERY CENTER AT CAHABA RIVER",120
"ASPIRE SENIOR LIVING PLATTE CITY",120
"ASSUMPTION HEALTHCARE AND REHABILITATION",120
"ASTON PARK HEALTH CARE CENTER",120
"ATLANTIC SHORES NURSING AND REHAB CENTER",120
"ATLAS REHABILITATION AND HEALTHCARE AT MAYWOOD",120
"ATTALA COUNTY NURSING CENTER",120
"ATTLEBORO HEALTHCARE",120
"AURORA HEALTH AND REHABILITATION",120
"AUSTIN HEALTHCARE AND REHABILITATION CENTER",120
"AUSTIN WELLNESS & REHABILITATION",120
"AUTUMN CARE OF NORFOLK",120
"AUTUMN HILLS CARE CENTER",120
"AUTUMN LAKE HEALTHCARE AT BELOIT",120
"AUTUMN LAKE HEALTHCARE AT OCEANVIEW",120
"AUTUMN OAKS CARING CENTER",120
"AVALON CARE CENTER -  FEDERAL WAY",120
"AVALON WEST HEALTH & REHABILITATION",120
"AVANTE REHABILITATION CENTER",120
"AVIARA HEALTHCARE CENTER",120
"AVON HEALTH CENTER",120
"AVONDALE ESTATES OF ELGIN",120
"AYERS HEALTH AND REHABILITATION CENTER",120
"BADGER PRAIRIE HCC",120
"BALCH SPRINGS NURSING HOME",120
"BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME",120
"BAPTIST NURSING HOME-CALHOUN, INC",120
"BAPTIST VILLAGE OF OKLAHOMA CITY",120
"BAPTIST VILLAGE OF OWASSO",120
"BARNES-JEWISH EXTENDED CARE",120
"BARTOW CENTER",120
"BASTROP LOST PINES NURSING AND REHABILITATION CENT",120
"BATAVIA NURSING CARE CENTER",120
"BATTLEFIELD PARK HEALTHCARE CENTER",120
"BAY BLUFFS-EMMET CO MED CARE FAC",120
"BAY BREEZE HEALTH AND REHABILITATION CENTER",120
"BAY BREEZE SENIOR LIVING AND REHABILITATION CENTER",120
"BAY PATH AT DUXBURY NURSING & REHABILITATION CTR",120
"BAY POINTE NURSING PAVILION",120
"BAYONET POINT LIVING CENTER",120
"BAYOU PINES CARE CENTER",120
"BAYSIDE HEALTH AND REHABILITATION CENTER",120
"BAYVIEW CENTER",120
"BAYVIEW REHABILITATION AND HEALTHCARE CENTER",120
"BEACHWOOD POINTE CARE CENTER",120
"BEACON REHABILITATION AND NURSING CENTER",120
"BEAR CREEK NURSING CENTER",120
"BEAUFONT HEALTH AND REHABILITATION CENTER",120
"BEAUMONT NURSING AND REHABILITATION",120
"BEAVER VALLEY HEALTHCARE AND REHABILITATION CENTER",120
"BEDFORD CARE CENTER OF MARION",120
"BEDFORD CARE CENTER OF NEWTON",120
"BEECHTREE CENTER FOR REHABILITATION AND NURSING",120
"BELEN MEADOWS HEALTHCARE AND REHABILITATION CENTER",120
"BELLA HEALTHCARE CENTER",120
"BELLA TERRA LAGRANGE",120
"BELLEAIR HEALTH CARE CENTER",120
"BELLS NURSING AND REHABILITATION CENTER",120
"BELMONT LODGE HEALTHCARE CENTER",120
"BENDER TERRACE OF LUBBOCK",120
"BENEVA LAKES HEALTHCARE AND REHABILITATION CENTER",120
"BERRY HILL NURSING HOME",120
"BETH SHOLOM HOME OF EASTERN VI",120
"BETHANY AT SILVER LAKE",120
"BETSY ROSS REHABILITATION CENTER, INC",120
"BEZALEL REHABILITATION AND NURSING CENTER",120
"BIG SPRING CENTER FOR SKILLED CARE",120
"BIRCH POINTE HEALTH AND REHABILITATION",120
"BISHOP WICKE HEALTH & REHAB CT",120
"BLOOMFIELD HEALTH CARE CENTER",120
"BLUEBONNET NURSING AND REHABILITATION",120
"BOCA CIEGA CENTER",120
"BOCA RATON REHABILITATION CENTER",120
"BOWLING GREEN HEALTH & REHABILITATION CENTER",120
"BRANDON HEALTH AND REHABILITATION CENTER",120
"BRENTWOOD PLACE ONE",120
"BRENTWOOD PLACE THREE",120
"BRENTWOOD PLACE TWO",120
"BRETHREN VILLAGE",120
"BRIAN CENTER HEALTH & REHAB/HENDERSONVILLE",120
"BRIAN CENTER NURSING CARE - ST ANDREWS",120
"BRIARCLIFF HEALTH CARE CENTER",120
"BRIARCLIFF HEALTH CENTER OF GREENVILLE INC",120
